County,State,fips,Latitude,Longitude
Unknown,MAINE,23,45.71,-68.86
Alcona,MICHIGAN,26001,44.68,-83.59
Alger,MICHIGAN,26003,46.4,-86.53
Allegan,MICHIGAN,26005,42.59,-85.89
Alpena,MICHIGAN,26007,45.02,-83.67
Antrim,MICHIGAN,26009,45,-85.11
Arenac,MICHIGAN,26011,44.06,-83.87
Baraga,MICHIGAN,26013,46.64,-88.39
Barry,MICHIGAN,26015,42.59,-85.32
Bay,MICHIGAN,26017,43.7,-83.94
Benzie,MICHIGAN,26019,44.64,-85.99
Berrien,MICHIGAN,26021,41.98,-86.4
Branch,MICHIGAN,26023,41.92,-85.06
Calhoun,MICHIGAN,26025,42.25,-85.02
Cass,MICHIGAN,26027,41.91,-86
Charlevoix,MICHIGAN,26029,45.2,-84.97
Cheboygan,MICHIGAN,26031,45.44,-84.48
Chippewa,MICHIGAN,26033,46.31,-84.64
Clare,MICHIGAN,26035,43.97,-84.85
Clinton,MICHIGAN,26037,42.94,-84.61
Crawford,MICHIGAN,26039,44.68,-84.62
Delta,MICHIGAN,26041,46.02,-86.9
Dickinson,MICHIGAN,26043,45.99,-87.89
Eaton,MICHIGAN,26045,42.59,-84.84
Emmet,MICHIGAN,26047,45.51,-84.86
Genesee,MICHIGAN,26049,43.02,-83.73
Gladwin,MICHIGAN,26051,43.98,-84.39
Gogebic,MICHIGAN,26053,46.4,-89.66
Grand Traverse,MICHIGAN,26055,44.64,-85.58
Gratiot,MICHIGAN,26057,43.29,-84.61
Hillsdale,MICHIGAN,26059,41.88,-84.6
Houghton,MICHIGAN,26061,46.86,-88.78
Huron,MICHIGAN,26063,43.84,-83.02
Ingham,MICHIGAN,26065,42.59,-84.38
Ionia,MICHIGAN,26067,42.95,-85.07
Iosco,MICHIGAN,26069,44.35,-83.66
Iron,MICHIGAN,26071,46.22,-88.55
Isabella,MICHIGAN,26073,43.63,-84.85
Jackson,MICHIGAN,26075,42.24,-84.43
Kalamazoo,MICHIGAN,26077,42.25,-85.54
Kalkaska,MICHIGAN,26079,44.68,-85.1
Kent,MICHIGAN,26081,43,-85.55
Keweenaw,MICHIGAN,26083,47.39,-88.07
Lake,MICHIGAN,26085,43.97,-85.79
Lapeer,MICHIGAN,26087,43.09,-83.23
Leelanau,MICHIGAN,26089,44.89,-85.81
Lenawee,MICHIGAN,26091,41.87,-84.06
Livingston,MICHIGAN,26093,42.59,-83.92
Luce,MICHIGAN,26095,46.48,-85.56
Mackinac,MICHIGAN,26097,46.08,-85.03
Macomb,MICHIGAN,26099,42.67,-82.9
Manistee,MICHIGAN,26101,44.33,-86.03
Marquette,MICHIGAN,26103,46.45,-87.63
Mason,MICHIGAN,26105,43.98,-86.25
Mecosta,MICHIGAN,26107,43.64,-85.32
Menominee,MICHIGAN,26109,45.58,-87.56
Midland,MICHIGAN,26111,43.64,-84.38
Missaukee,MICHIGAN,26113,44.34,-85.11
Monroe,MICHIGAN,26115,41.92,-83.51
Montcalm,MICHIGAN,26117,43.31,-85.11
Montmorency,MICHIGAN,26119,45.02,-84.13
Muskegon,MICHIGAN,26121,43.25,-86.13
Newaygo,MICHIGAN,26123,43.51,-85.79
Oakland,MICHIGAN,26125,42.66,-83.38
Oceana,MICHIGAN,26127,43.62,-86.28
Ogemaw,MICHIGAN,26129,44.34,-84.13
Ontonagon,MICHIGAN,26131,46.65,-89.33
Osceola,MICHIGAN,26133,43.96,-85.33
Oscoda,MICHIGAN,26135,44.68,-84.15
Otsego,MICHIGAN,26137,45.02,-84.61
Ottawa,MICHIGAN,26139,42.96,-85.98
Presque Isle,MICHIGAN,26141,45.34,-83.96
Roscommon,MICHIGAN,26143,44.33,-84.62
Saginaw,MICHIGAN,26145,43.33,-84.05
Sanilac,MICHIGAN,26151,43.42,-82.82
Schoolcraft,MICHIGAN,26153,46.19,-86.18
Shiawassee,MICHIGAN,26155,42.94,-84.15
St. Clair,MICHIGAN,26147,42.94,-82.63
St. Joseph,MICHIGAN,26149,41.9,-85.54
Tuscola,MICHIGAN,26157,43.48,-83.4
Van Buren,MICHIGAN,26159,42.27,-86.01
Washtenaw,MICHIGAN,26161,42.26,-83.84
Wayne,MICHIGAN,26163,42.27,-83.28
Wexford,MICHIGAN,26165,44.34,-85.57
MI Department of Corrections,MICHIGAN,26,44.31,-85.6
Federal Correctional Institute,MICHIGAN,26,44.31,-85.6
Unknown,MICHIGAN,26,44.31,-85.6
Out of State,MICHIGAN,26,44.31,-85.6
Aitkin,MINNESOTA,27001,46.57,-93.38
Anoka,MINNESOTA,27003,45.27,-93.28
Becker,MINNESOTA,27005,46.93,-95.68
Beltrami,MINNESOTA,27007,48,-94.88
Benton,MINNESOTA,27009,45.72,-94.05
Big Stone,MINNESOTA,27011,45.38,-96.36
Blue Earth,MINNESOTA,27013,44.01,-94.06
Brown,MINNESOTA,27015,44.24,-94.7
Carlton,MINNESOTA,27017,46.58,-92.72
Carver,MINNESOTA,27019,44.81,-93.79
Cass,MINNESOTA,27021,47.02,-94.34
Chippewa,MINNESOTA,27023,45.03,-95.53
Chisago,MINNESOTA,27025,45.48,-92.88
Clay,MINNESOTA,27027,46.9,-96.51
Clearwater,MINNESOTA,27029,47.56,-95.38
Cook,MINNESOTA,27031,47.92,-90.47
Cottonwood,MINNESOTA,27033,44.02,-95.17
Crow Wing,MINNESOTA,27035,46.36,-94.2
Dakota,MINNESOTA,27037,44.67,-93.04
Dodge,MINNESOTA,27039,44.02,-92.87
Douglas,MINNESOTA,27041,45.93,-95.46
Faribault,MINNESOTA,27043,43.66,-93.95
Fillmore,MINNESOTA,27045,43.65,-92.06
Freeborn,MINNESOTA,27047,43.68,-93.35
Goodhue,MINNESOTA,27049,44.4,-92.72
Grant,MINNESOTA,27051,45.94,-96.03
Hennepin,MINNESOTA,27053,45.03,-93.49
Houston,MINNESOTA,27055,43.66,-91.47
Hubbard,MINNESOTA,27057,47.11,-94.94
Isanti,MINNESOTA,27059,45.57,-93.33
Itasca,MINNESOTA,27061,47.5,-93.62
Jackson,MINNESOTA,27063,43.67,-95.15
Kanabec,MINNESOTA,27065,45.9,-93.29
Kandiyohi,MINNESOTA,27067,45.14,-95
Kittson,MINNESOTA,27069,48.77,-96.81
Koochiching,MINNESOTA,27071,48.22,-93.77
Lac qui Parle,MINNESOTA,27073,44.99,-96.2
Lake,MINNESOTA,27075,47.64,-91.44
Lake of the Woods,MINNESOTA,27077,48.7,-94.85
Le Sueur,MINNESOTA,27079,44.38,-93.71
Lincoln,MINNESOTA,27081,44.4,-96.26
Lyon,MINNESOTA,27083,44.39,-95.83
McLeod,MINNESOTA,27085,44.82,-94.25
Mahnomen,MINNESOTA,27087,47.33,-95.81
Marshall,MINNESOTA,27089,48.36,-96.38
Martin,MINNESOTA,27091,43.66,-94.55
Meeker,MINNESOTA,27093,45.12,-94.52
Mille Lacs,MINNESOTA,27095,45.93,-93.64
Morrison,MINNESOTA,27097,45.99,-94.26
Mower,MINNESOTA,27099,43.68,-92.75
Murray,MINNESOTA,27101,44.02,-95.76
Nicollet,MINNESOTA,27103,44.34,-94.24
Nobles,MINNESOTA,27105,43.66,-95.75
Norman,MINNESOTA,27107,47.32,-96.46
Olmsted,MINNESOTA,27109,44,-92.38
Otter Tail,MINNESOTA,27111,46.42,-95.71
Pennington,MINNESOTA,27113,48.05,-96.08
Pine,MINNESOTA,27115,46.08,-92.75
Pipestone,MINNESOTA,27117,44.03,-96.26
Polk,MINNESOTA,27119,47.66,-96.42
Pope,MINNESOTA,27121,45.58,-95.45
Ramsey,MINNESOTA,27123,45.02,-93.1
Red Lake,MINNESOTA,27125,47.86,-96.1
Redwood,MINNESOTA,27127,44.38,-95.25
Renville,MINNESOTA,27129,44.72,-94.91
Rice,MINNESOTA,27131,44.34,-93.29
Rock,MINNESOTA,27133,43.67,-96.26
Roseau,MINNESOTA,27135,48.77,-95.77
St. Louis,MINNESOTA,27137,47.62,-92.44
Scott,MINNESOTA,27139,44.65,-93.5
Sherburne,MINNESOTA,27141,45.44,-93.75
Sibley,MINNESOTA,27143,44.56,-94.21
Stearns,MINNESOTA,27145,45.54,-94.61
Steele,MINNESOTA,27147,44.01,-93.22
Stevens,MINNESOTA,27149,45.58,-96
Swift,MINNESOTA,27151,45.28,-95.69
Todd,MINNESOTA,27153,46.06,-94.89
Traverse,MINNESOTA,27155,45.78,-96.42
Wabasha,MINNESOTA,27157,44.28,-92.2
Wadena,MINNESOTA,27159,46.58,-94.96
Waseca,MINNESOTA,27161,44.02,-93.59
Washington,MINNESOTA,27163,45.01,-92.87
Watonwan,MINNESOTA,27165,43.97,-94.64
Wilkin,MINNESOTA,27167,46.33,-96.46
Winona,MINNESOTA,27169,43.96,-91.78
Wright,MINNESOTA,27171,45.15,-93.96
Yellow Medicine,MINNESOTA,27173,44.72,-95.85
Adair,MISSOURI,29001,40.19,-92.57
Andrew,MISSOURI,29003,39.88,-94.89
Atchison,MISSOURI,29005,40.33,-95.39
Audrain,MISSOURI,29007,39.27,-91.57
Barry,MISSOURI,29009,36.76,-94.05
Barton,MISSOURI,29011,37.39,-94.09
Bates,MISSOURI,29013,38.39,-94.35
Benton,MISSOURI,29015,38.45,-93.2
Bollinger,MISSOURI,29017,37.41,-90.06
Boone,MISSOURI,29019,38.77,-92.25
Buchanan,MISSOURI,29021,39.65,-94.74
Butler,MISSOURI,29023,36.76,-90.4
Caldwell,MISSOURI,29025,39.59,-93.79
Callaway,MISSOURI,29027,38.91,-91.7
Camden,MISSOURI,29029,38,-92.74
Cape Girardeau,MISSOURI,29031,37.3,-89.55
Carroll,MISSOURI,29033,39.45,-93.52
Carter,MISSOURI,29035,36.93,-90.74
Cass,MISSOURI,29037,38.81,-94.53
Cedar,MISSOURI,29039,37.86,-94.01
Chariton,MISSOURI,29041,39.59,-93.13
Christian,MISSOURI,29043,37.06,-93.55
Clark,MISSOURI,29045,40.35,-91.45
Clay,MISSOURI,29047,39.35,-94.23
Clinton,MISSOURI,29049,39.74,-94.23
Cole,MISSOURI,29051,38.61,-92.4
Cooper,MISSOURI,29053,38.81,-92.58
Crawford,MISSOURI,29055,38.21,-91.16
Dade,MISSOURI,29057,37.54,-93.87
Dallas,MISSOURI,29059,37.61,-92.9
Daviess,MISSOURI,29061,39.88,-94.08
DeKalb,MISSOURI,29063,39.85,-94.43
Dent,MISSOURI,29065,37.64,-91.18
Douglas,MISSOURI,29067,36.95,-92.66
Dunklin,MISSOURI,29069,36.05,-90.24
Franklin,MISSOURI,29071,38.41,-91.19
Gasconade,MISSOURI,29073,38.38,-91.4
Gentry,MISSOURI,29075,40.24,-94.33
Greene,MISSOURI,29077,37.31,-93.58
Grundy,MISSOURI,29079,40.12,-93.38
Harrison,MISSOURI,29081,40.26,-94.02
Henry,MISSOURI,29083,38.55,-93.95
Hickory,MISSOURI,29085,38.02,-93.22
Holt,MISSOURI,29087,40.19,-95.37
Howard,MISSOURI,29089,39.26,-92.7
Howell,MISSOURI,29091,36.99,-91.69
Iron,MISSOURI,29093,37.35,-90.69
Jackson,MISSOURI,29095,38.91,-94.38
Jasper,MISSOURI,29097,37.33,-94.3
Jefferson,MISSOURI,29099,38.42,-90.36
Johnson,MISSOURI,29101,38.74,-93.84
Joplin,MISSOURI,None,37.08,-94.51
Kansas City,MISSOURI,None,39.09,-94.57
Knox,MISSOURI,29103,40.14,-92.01
Laclede,MISSOURI,29105,37.82,-92.74
Lafayette,MISSOURI,29107,39.09,-93.54
Lawrence,MISSOURI,29109,37.14,-94.06
Lewis,MISSOURI,29111,40.12,-91.52
Lincoln,MISSOURI,29113,39.17,-90.78
Linn,MISSOURI,29115,39.95,-92.88
Livingston,MISSOURI,29117,39.79,-93.55
Macon,MISSOURI,29121,39.75,-92.35
Madison,MISSOURI,29123,37.56,-90.29
Maries,MISSOURI,29125,38.28,-91.72
Marion,MISSOURI,29127,39.7,-91.38
McDonald,MISSOURI,29119,36.65,-94.44
Mercer,MISSOURI,29129,40.44,-93.77
Miller,MISSOURI,29131,38.08,-92.48
Mississippi,MISSOURI,29133,36.82,-89.32
Moniteau,MISSOURI,29135,38.63,-92.56
Monroe,MISSOURI,29137,39.49,-92.13
Montgomery,MISSOURI,29139,39,-91.35
Morgan,MISSOURI,29141,38.37,-92.67
New Madrid,MISSOURI,29143,36.75,-89.68
Newton,MISSOURI,29145,37.08,-94.5
Nodaway,MISSOURI,29147,40.17,-94.82
Oregon,MISSOURI,29149,36.69,-91.39
Osage,MISSOURI,29151,38.29,-92.02
Ozark,MISSOURI,29153,36.52,-92.14
Pemiscot,MISSOURI,29155,36.17,-89.82
Perry,MISSOURI,29157,37.63,-89.58
Pettis,MISSOURI,29159,38.7,-93.23
Phelps,MISSOURI,29161,37.94,-91.76
Pike,MISSOURI,29163,39.26,-90.82
Platte,MISSOURI,29165,39.45,-94.74
Polk,MISSOURI,29167,37.54,-93.55
Pulaski,MISSOURI,29169,37.94,-92.26
Putnam,MISSOURI,29171,40.49,-92.69
Ralls,MISSOURI,29173,39.5,-91.52
Randolph,MISSOURI,29175,39.51,-92.44
Ray,MISSOURI,29177,39.2,-94.01
Reynolds,MISSOURI,29179,37.53,-90.93
Ripley,MISSOURI,29181,36.64,-90.96
Saline,MISSOURI,29195,39.07,-92.94
Schuyler,MISSOURI,29197,40.58,-92.63
Scotland,MISSOURI,29199,40.46,-92.01
Scott,MISSOURI,29201,37.09,-89.56
Shannon,MISSOURI,29203,36.99,-91.49
Shelby,MISSOURI,29205,39.87,-92.02
St. Charles,MISSOURI,29183,38.79,-90.51
St. Clair,MISSOURI,29185,37.98,-93.66
St. Francois,MISSOURI,29187,37.78,-90.42
St. Louis City,MISSOURI,29510,38.63,-90.2
St. Louis,MISSOURI,29510,38.64,-90.44
Ste. Genevieve,MISSOURI,29186,37.89,-90.2
Stoddard,MISSOURI,29207,37.1,-89.91
Stone,MISSOURI,29209,36.49,-93.39
Sullivan,MISSOURI,29211,40.26,-92.87
Taney,MISSOURI,29213,36.78,-92.9
Texas,MISSOURI,29215,37.34,-92.01
Vernon,MISSOURI,29217,37.69,-94.46
Warren,MISSOURI,29219,38.6,-90.99
Washington,MISSOURI,29221,38.16,-90.73
Wayne,MISSOURI,29223,37.29,-90.27
Webster,MISSOURI,29225,37.17,-92.85
Worth,MISSOURI,29227,40.48,-94.28
Wright,MISSOURI,29229,37.31,-92.28
Northern Mariana Islands,NORTHERN MARIANA ISLANDS,69100,14.15,145.21
Adams,MISSISSIPPI,28001,31.54,-91.38
Alcorn,MISSISSIPPI,28003,34.93,-88.51
Amite,MISSISSIPPI,28005,31.19,-91.01
Attala,MISSISSIPPI,28007,33.12,-89.46
Benton,MISSISSIPPI,28009,34.83,-89.17
Bolivar,MISSISSIPPI,28011,34.08,-90.72
Calhoun,MISSISSIPPI,28013,33.85,-89.28
Carroll,MISSISSIPPI,28015,33.5,-89.92
Chickasaw,MISSISSIPPI,28017,34.03,-89.01
Choctaw,MISSISSIPPI,28019,33.31,-89.17
Claiborne,MISSISSIPPI,28021,32.02,-90.8
Clarke,MISSISSIPPI,28023,32.17,-88.81
Clay,MISSISSIPPI,28025,33.61,-88.84
Coahoma,MISSISSIPPI,28027,34.2,-90.57
Copiah,MISSISSIPPI,28029,31.98,-90.35
Covington,MISSISSIPPI,28031,31.75,-89.65
Desoto,MISSISSIPPI,28033,34.95,-90.13
Forrest,MISSISSIPPI,28035,31.31,-89.3
Franklin,MISSISSIPPI,28037,31.46,-90.85
George,MISSISSIPPI,28039,30.92,-88.59
Greene,MISSISSIPPI,28041,31.43,-88.47
Grenada,MISSISSIPPI,28043,33.77,-89.81
Hancock,MISSISSIPPI,28045,30.32,-89.51
Harrison,MISSISSIPPI,28047,30.38,-89.06
Hinds,MISSISSIPPI,28049,32.35,-90.45
Holmes,MISSISSIPPI,28051,33.32,-90.23
Humphreys,MISSISSIPPI,28053,33.26,-90.59
Issaquena,MISSISSIPPI,28055,32.96,-90.94
Itawamba,MISSISSIPPI,28057,34.26,-88.4
Jackson,MISSISSIPPI,28059,30.48,-88.55
Jasper,MISSISSIPPI,28061,32.07,-89.26
Jefferson,MISSISSIPPI,28063,31.71,-91.06
Jefferson Davis,MISSISSIPPI,28065,31.49,-89.74
Jones,MISSISSIPPI,28067,31.47,-89.23
Kemper,MISSISSIPPI,28069,32.76,-88.65
Lafayette,MISSISSIPPI,28071,34.5,-89.5
Lamar,MISSISSIPPI,28073,31.31,-89.3
Lauderdale,MISSISSIPPI,28075,32.38,-88.71
Lawrence,MISSISSIPPI,28077,31.72,-90.04
Leake,MISSISSIPPI,28079,32.74,-89.53
Lee,MISSISSIPPI,28081,34.26,-88.73
Leflore,MISSISSIPPI,28083,33.51,-90.19
Lincoln,MISSISSIPPI,28085,31.58,-90.44
Lowndes,MISSISSIPPI,28087,33.5,-88.4
Madison,MISSISSIPPI,28089,32.8,-89.87
Marion,MISSISSIPPI,28091,31.25,-89.82
Marshall,MISSISSIPPI,28093,34.86,-89.68
Monroe,MISSISSIPPI,28095,33.98,-88.48
Montgomery,MISSISSIPPI,28097,33.63,-89.71
Neshoba,MISSISSIPPI,28099,32.77,-89.1
Newton,MISSISSIPPI,28101,32.45,-89.27
Noxubee,MISSISSIPPI,28103,33.11,-88.56
Oktibbeha,MISSISSIPPI,28105,33.45,-88.82
Panola,MISSISSIPPI,28107,34.31,-89.93
Pearl River,MISSISSIPPI,28109,30.6,-89.56
Perry,MISSISSIPPI,28111,31.17,-88.92
Pike,MISSISSIPPI,28113,31.1,-90.52
Pontotoc,MISSISSIPPI,28115,34.17,-89.03
Prentiss,MISSISSIPPI,28117,34.5,-88.63
Quitman,MISSISSIPPI,28119,34.26,-90.35
Rankin,MISSISSIPPI,28121,32.28,-90
Scott,MISSISSIPPI,28123,32.35,-89.47
Sharkey,MISSISSIPPI,28125,32.97,-90.82
Simpson,MISSISSIPPI,28127,32.02,-89.97
Smith,MISSISSIPPI,28129,31.86,-89.55
Stone,MISSISSIPPI,28131,30.69,-89.18
Sunflower,MISSISSIPPI,28133,33.65,-90.52
Tallahatchie,MISSISSIPPI,28135,33.89,-90.03
Tate,MISSISSIPPI,28137,34.7,-90.13
Tippah,MISSISSIPPI,28139,34.67,-89.02
Tishomingo,MISSISSIPPI,28141,34.5,-88.2
Tunica,MISSISSIPPI,28143,34.51,-90.45
Union,MISSISSIPPI,28145,34.46,-89.2
Walthall,MISSISSIPPI,28147,31.03,-89.8
Warren,MISSISSIPPI,28149,32.5,-90.79
Washington,MISSISSIPPI,28151,33.38,-91.05
Wayne,MISSISSIPPI,28153,31.53,-88.52
Webster,MISSISSIPPI,28155,33.74,-89.37
Wilkinson,MISSISSIPPI,28157,31.08,-91.06
Winston,MISSISSIPPI,28159,33.12,-89.05
Yalobusha,MISSISSIPPI,28161,33.97,-89.67
Beaverhead,MONTANA,30001,45.17,-112.95
Big Horn,MONTANA,30003,45.46,-107.52
Broadwater,MONTANA,30007,46.32,-111.5
Carbon,MONTANA,30009,45.2,-109.14
Cascade,MONTANA,30013,47.33,-111.33
Deer Lodge,MONTANA,30023,46.08,-113.09
Flathead,MONTANA,30029,48.38,-113.97
Gallatin,MONTANA,30031,45.49,-111.2
Glacier,MONTANA,30035,48.7,-112.95
Golden Valley,MONTANA,30037,46.3,-109.17
Hill,MONTANA,30041,48.67,-110.21
Jefferson,MONTANA,30043,46.18,-112.14
Lake,MONTANA,30047,47.71,-114.12
Lewis and Clark,MONTANA,30049,47.21,-112.48
Liberty,MONTANA,30051,48.56,-111.05
Lincoln,MONTANA,30053,48.59,-115.49
Madison,MONTANA,30057,45.3,-111.89
Meagher,MONTANA,30059,46.63,-110.9
Missoula,MONTANA,30063,46.96,-113.92
Musselshell,MONTANA,30065,46.47,-108.45
Park,MONTANA,30067,45.5,-110.53
Pondera,MONTANA,30073,48.24,-112.12
Ravalli,MONTANA,30081,46.08,-114.11
Richland,MONTANA,30083,47.83,-104.56
Roosevelt,MONTANA,30085,48.31,-104.97
Rosebud,MONTANA,30087,46.39,-106.63
Silver Bow,MONTANA,30093,45.9,-112.68
Stillwater,MONTANA,30095,45.65,-109.36
Toole,MONTANA,30101,48.68,-111.73
Wheatland,MONTANA,30107,46.43,-109.85
Yellowstone,MONTANA,30111,45.96,-108.28
Alamance,NORTH CAROLINA,37001,36.03,-79.48
Alexander,NORTH CAROLINA,37003,35.9,-81.09
Alleghany,NORTH CAROLINA,37005,36.55,-81
Anson,NORTH CAROLINA,37007,35.1,-80.09
Ashe,NORTH CAROLINA,37009,36.44,-81.65
Avery,NORTH CAROLINA,37011,36.16,-81.87
Beaufort,NORTH CAROLINA,37013,35.3,-76.78
Bertie,NORTH CAROLINA,37015,36.22,-77.11
Bladen,NORTH CAROLINA,37017,34.53,-78.79
Brunswick,NORTH CAROLINA,37019,34.07,-78.47
Buncombe,NORTH CAROLINA,37021,35.7,-82.63
Burke,NORTH CAROLINA,37023,35.66,-81.48
Cabarrus,NORTH CAROLINA,37025,35.4,-80.59
Caldwell,NORTH CAROLINA,37027,35.8,-81.42
Camden,NORTH CAROLINA,37029,36.32,-76.16
Carteret,NORTH CAROLINA,37031,34.89,-76.33
Caswell,NORTH CAROLINA,37033,36.51,-79.28
Catawba,NORTH CAROLINA,37035,35.73,-81.31
Chatham,NORTH CAROLINA,37037,35.6,-79.36
Cherokee,NORTH CAROLINA,37039,35.19,-83.82
Chowan,NORTH CAROLINA,37041,36.05,-76.59
Clay,NORTH CAROLINA,37043,35.04,-83.81
Cleveland,NORTH CAROLINA,37045,35.24,-81.66
Columbus,NORTH CAROLINA,37047,34.31,-78.4
Craven,NORTH CAROLINA,37049,35.12,-77.02
Cumberland,NORTH CAROLINA,37051,35.05,-78.87
Currituck,NORTH CAROLINA,37053,36.32,-75.9
Dare,NORTH CAROLINA,37055,35.34,-75.5
Davidson,NORTH CAROLINA,37057,35.63,-80.11
Davie,NORTH CAROLINA,37059,35.93,-80.4
Duplin,NORTH CAROLINA,37061,35.15,-78.09
Durham,NORTH CAROLINA,37063,36.17,-78.88
Edgecombe,NORTH CAROLINA,37065,35.95,-77.81
Forsyth,NORTH CAROLINA,37067,36.25,-80.06
Franklin,NORTH CAROLINA,37069,35.95,-78.25
Gaston,NORTH CAROLINA,37071,35.38,-81.09
Gates,NORTH CAROLINA,37073,36.53,-76.57
Graham,NORTH CAROLINA,37075,35.36,-83.56
Granville,NORTH CAROLINA,37077,36.5,-78.55
Greene,NORTH CAROLINA,37079,35.59,-77.69
Guilford,NORTH CAROLINA,37081,36.2,-79.69
Halifax,NORTH CAROLINA,37083,36.17,-77.66
Harnett,NORTH CAROLINA,37085,35.51,-78.73
Haywood,NORTH CAROLINA,37087,35.54,-82.84
Henderson,NORTH CAROLINA,37089,35.45,-82.28
Hertford,NORTH CAROLINA,37091,36.49,-77.01
Hoke,NORTH CAROLINA,37093,34.97,-79.22
Hyde,NORTH CAROLINA,37095,35.54,-76.02
Iredell,NORTH CAROLINA,37097,35.72,-80.9
Jackson,NORTH CAROLINA,37099,35.42,-83.08
Johnston,NORTH CAROLINA,37101,35.37,-78.54
Jones,NORTH CAROLINA,37103,35.01,-77.49
Lee,NORTH CAROLINA,37105,35.54,-79.23
Lenoir,NORTH CAROLINA,37107,35.27,-77.59
Lincoln,NORTH CAROLINA,37109,35.42,-81.3
Macon,NORTH CAROLINA,37113,35.18,-83.38
Madison,NORTH CAROLINA,37115,35.89,-82.82
Martin,NORTH CAROLINA,37117,35.83,-77.17
McDowell,NORTH CAROLINA,37111,35.6,-81.97
Mecklenburg,NORTH CAROLINA,37119,35.48,-80.86
Mitchell,NORTH CAROLINA,37121,36.01,-82.15
Montgomery,NORTH CAROLINA,37123,35.36,-79.78
Moore,NORTH CAROLINA,37125,35.3,-79.65
Nash,NORTH CAROLINA,37127,35.78,-78.2
New Hanover,NORTH CAROLINA,37129,34.21,-77.91
Northampton,NORTH CAROLINA,37131,36.43,-77.22
Onslow,NORTH CAROLINA,37133,34.49,-77.55
Orange,NORTH CAROLINA,37135,36.2,-79.17
Pamlico,NORTH CAROLINA,37137,35.14,-76.8
Pasquotank,NORTH CAROLINA,37139,36.29,-76.22
Pender,NORTH CAROLINA,37141,34.52,-78.17
Perquimans,NORTH CAROLINA,37143,36.26,-76.53
Person,NORTH CAROLINA,37145,36.49,-79.14
Pitt,NORTH CAROLINA,37147,35.57,-77.48
Polk,NORTH CAROLINA,37149,35.24,-82.2
Randolph,NORTH CAROLINA,37151,35.71,-79.81
Richmond,NORTH CAROLINA,37153,34.94,-79.81
Robeson,NORTH CAROLINA,37155,34.4,-79.04
Rockingham,NORTH CAROLINA,37157,36.38,-79.97
Rowan,NORTH CAROLINA,37159,35.73,-80.67
Rutherford,NORTH CAROLINA,37161,35.36,-81.83
Sampson,NORTH CAROLINA,37163,34.99,-78.64
Scotland,NORTH CAROLINA,37165,34.75,-79.59
Stanly,NORTH CAROLINA,37167,35.36,-80.19
Stokes,NORTH CAROLINA,37169,36.4,-80.21
Surry,NORTH CAROLINA,37171,36.4,-80.56
Swain,NORTH CAROLINA,37173,35.42,-83.44
Transylvania,NORTH CAROLINA,37175,35.22,-82.87
Tyrrell,NORTH CAROLINA,37177,35.91,-76.25
Union,NORTH CAROLINA,37179,35.07,-80.67
Vance,NORTH CAROLINA,37181,36.32,-78.41
Wake,NORTH CAROLINA,37183,35.72,-78.84
Warren,NORTH CAROLINA,37185,36.43,-78.08
Washington,NORTH CAROLINA,37187,35.87,-76.39
Watauga,NORTH CAROLINA,37189,36.12,-81.67
Wayne,NORTH CAROLINA,37191,35.37,-77.97
Wilkes,NORTH CAROLINA,37193,36.06,-81.25
Wilson,NORTH CAROLINA,37195,35.63,-77.93
Yadkin,NORTH CAROLINA,37197,36.23,-80.7
Yancey,NORTH CAROLINA,37199,35.91,-82.29
Adams,NORTH DAKOTA,38001,46.07,-102.53
Barnes,NORTH DAKOTA,38003,46.93,-98.07
Benson,NORTH DAKOTA,38005,48.02,-99.4
Billings,NORTH DAKOTA,38007,47.05,-103.39
Bottineau,NORTH DAKOTA,38009,48.82,-100.84
Bowman,NORTH DAKOTA,38011,46.1,-103.51
Burke,NORTH DAKOTA,38013,48.79,-102.53
Burleigh,NORTH DAKOTA,38015,46.95,-100.51
Cass,NORTH DAKOTA,38017,46.92,-97.22
Cavalier,NORTH DAKOTA,38019,48.77,-98.5
Dickey,NORTH DAKOTA,38021,46.1,-98.53
Divide,NORTH DAKOTA,38023,48.82,-103.52
Dunn,NORTH DAKOTA,38025,47.31,-102.61
Eddy,NORTH DAKOTA,38027,47.71,-98.91
Emmons,NORTH DAKOTA,38029,46.26,-100.26
Foster,NORTH DAKOTA,38031,47.46,-98.88
Golden Valley,NORTH DAKOTA,38033,46.93,-103.87
Grand Forks,NORTH DAKOTA,38035,47.91,-97.48
Grant,NORTH DAKOTA,38037,46.34,-101.63
Griggs,NORTH DAKOTA,38039,47.45,-98.26
Hettinger,NORTH DAKOTA,38041,46.44,-102.42
Kidder,NORTH DAKOTA,38043,46.96,-99.8
LaMoure,NORTH DAKOTA,38045,46.45,-98.54
Logan,NORTH DAKOTA,38047,46.46,-99.45
McHenry,NORTH DAKOTA,38049,48.19,-100.65
McIntosh,NORTH DAKOTA,38051,46.11,-99.42
McKenzie,NORTH DAKOTA,38053,47.77,-103.47
McLean,NORTH DAKOTA,38055,47.6,-101.17
Mercer,NORTH DAKOTA,38057,47.34,-101.86
Morton,NORTH DAKOTA,38059,46.72,-101.16
Mountrail,NORTH DAKOTA,38061,48.23,-102.36
Nelson,NORTH DAKOTA,38063,47.88,-98.18
Oliver,NORTH DAKOTA,38065,47.11,-101.35
Pembina,NORTH DAKOTA,38067,48.75,-97.55
Pierce,NORTH DAKOTA,38069,48.2,-100.06
